current_credits,total_credits,current_gpa,target_gpa,num_2_credit,num_3_credit,final_gpa
86,120,3.07,3.74,17,0,3.59
54,120,2.14,3.35,30,2,2.59
64,120,3.47,3.9,16,8,3.77
53,120,2.56,2.8,15,12,2.71
57,120,3.37,3.64,0,21,3.6
72,120,3.26,3.44,13,7,3.3
79,120,2.39,3.0,17,2,2.8
46,120,2.86,3.19,32,3,2.88
51,120,2.41,3.24,3,21,2.88
79,120,2.29,3.81,4,11,2.9
37,120,3.17,3.94,32,6,3.58
32,120,2.17,3.71,42,1,3.07
74,120,3.58,3.99,0,15,3.65
102,120,3.42,3.68,7,1,3.73
90,120,1.75,3.4,10,3,2.51
50,120,1.77,1.8,23,8,1.8
112,120,1.92,3.08,1,2,2.66
66,120,3.43,3.66,0,18,3.66
52,120,2.29,3.08,5,19,2.5
110,120,3.5,3.96,0,3,3.82
108,120,1.66,2.94,3,2,2.25
60,120,3.14,3.29,7,15,3.28
78,120,3.86,3.95,19,1,4.0
113,120,1.52,1.8,2,1,1.76
60,120,1.69,2.85,16,9,2.29
46,120,3.75,3.75,19,12,3.86
53,120,3.41,3.66,18,10,3.39
113,120,1.55,3.18,0,2,2.32
103,120,3.7,3.9,5,2,3.83
40,120,3.04,3.49,31,6,3.31
38,120,3.51,3.96,24,11,3.79
63,120,3.26,3.52,24,3,3.27
101,120,3.09,3.28,6,2,3.07
51,120,2.14,3.01,30,3,2.52
63,120,3.49,3.64,3,17,3.53
78,120,3.2,3.57,4,11,3.42
75,120,2.7,3.03,22,0,2.82
99,120,1.91,1.94,6,3,1.92
49,120,3.36,3.43,11,16,3.21
73,120,2.57,3.23,23,0,2.98
72,120,3.36,3.71,22,1,3.36
34,120,2.78,2.91,25,12,2.95
115,120,2.73,3.72,1,1,3.32
82,120,3.46,3.79,7,8,3.76
55,120,3.88,3.88,20,8,3.86
58,120,1.55,1.62,16,10,1.64
32,120,1.97,2.91,18,17,2.25
55,120,2.64,3.29,5,18,2.85
35,120,2.98,3.68,2,27,3.13
38,120,2.56,3.72,6,23,3.12
112,120,2.56,3.42,1,2,2.96
53,120,2.57,2.79,30,2,2.84
105,120,3.22,3.51,4,2,3.54
53,120,2.49,2.54,23,7,2.36
73,120,1.55,3.96,10,9,2.74
64,120,2.7,2.88,11,11,2.98
68,120,3.48,3.81,2,16,3.75
58,120,3.51,3.92,5,17,3.86
70,120,1.6,2.27,7,12,1.97
100,120,1.76,3.12,7,2,2.47
55,120,2.15,2.26,16,11,2.18
60,120,3.68,3.93,1,19,3.68
80,120,3.59,3.92,2,12,3.93
82,120,2.04,3.67,8,7,2.91
110,120,3.41,3.55,5,0,3.36
79,120,3.0,3.59,14,4,3.39
83,120,3.59,3.72,15,2,3.78
80,120,2.61,3.4,5,10,2.83
82,120,2.98,3.98,10,6,3.66
80,120,2.55,2.72,5,10,2.63
50,120,2.45,2.58,33,1,2.66
99,120,2.07,3.28,10,0,2.55
83,120,3.47,3.48,8,7,3.34
70,120,3.34,3.39,1,16,3.17
106,120,2.25,3.63,7,0,2.75
88,120,2.04,3.79,7,6,2.91
103,120,2.49,3.13,7,1,2.91
30,120,3.83,3.88,12,22,4.0
107,120,3.79,3.82,6,0,3.63
79,120,1.97,2.91,17,2,2.61
80,120,1.84,2.65,12,5,2.36
51,120,3.35,3.98,27,5,3.84
93,120,2.44,2.57,4,6,2.4
106,120,3.43,3.68,7,0,3.75
85,120,2.23,3.96,7,7,2.96
61,120,2.29,3.23,10,13,2.86
46,120,1.9,2.45,26,7,2.04
112,120,1.96,3.7,1,2,2.71
99,120,3.13,3.47,10,0,3.45
32,120,3.17,3.74,0,29,3.56
33,120,1.79,1.99,36,5,1.95
36,120,2.85,2.99,22,13,2.78
36,120,2.2,3.76,36,4,3.17
61,120,3.01,3.07,17,8,3.23
55,120,2.62,3.9,31,1,3.44
92,120,2.99,3.45,5,6,3.24
79,120,1.5,2.2,11,6,2.02
45,120,3.52,3.76,9,19,3.65
54,120,2.6,3.01,16,11,2.69
106,120,2.38,2.97,7,0,2.68
77,120,3.25,3.67,12,6,3.4
96,120,1.67,1.92,3,6,1.74
53,120,3.63,3.69,8,17,3.47
64,120,2.51,3.61,5,15,2.98
76,120,1.99,2.41,10,8,2.11
40,120,1.99,3.53,20,13,2.59
83,120,2.99,3.5,15,2,3.33
38,120,1.96,2.87,32,6,2.44
115,120,1.7,3.25,2,0,2.36
44,120,3.58,3.83,9,19,3.79
69,120,2.3,3.54,7,12,3.03
67,120,2.37,3.72,1,17,3.02
55,120,2.49,2.74,16,11,2.73
84,120,3.23,3.71,3,10,3.31
106,120,3.1,3.2,5,1,3.19
107,120,2.36,3.51,6,0,2.95
67,120,2.94,3.18,8,12,3.17
54,120,1.63,3.33,19,9,2.6
85,120,2.81,3.42,14,2,3.09
39,120,3.69,3.79,22,12,3.67
91,120,2.22,3.97,11,2,3.23
49,120,3.12,3.3,11,16,3.3
72,120,2.46,3.63,4,13,2.99
62,120,1.6,1.89,14,10,1.63
79,120,2.63,2.89,1,13,2.76
65,120,3.45,3.45,26,1,3.29
100,120,2.38,3.22,1,6,2.97
42,120,1.6,2.24,10,19,1.85
72,120,2.06,3.67,15,6,2.88
101,120,3.82,3.93,0,6,3.7
59,120,3.41,3.92,14,11,3.64
33,120,2.58,2.97,30,9,2.92
72,120,2.69,2.75,1,15,2.86
112,120,3.45,3.59,2,1,3.57
93,120,1.88,3.95,10,2,2.83
61,120,3.43,3.71,5,16,3.51
54,120,3.28,3.94,3,20,3.66
51,120,3.77,3.79,16,12,3.64
38,120,3.81,3.93,6,23,3.73
90,120,2.09,3.11,9,4,2.63
65,120,2.33,3.01,27,0,2.86
46,120,2.21,3.94,4,22,2.96
35,120,2.99,3.74,29,9,3.31
73,120,1.81,3.02,19,3,2.24
87,120,2.49,3.15,12,3,2.93
54,120,2.81,3.2,0,22,2.96
111,120,1.97,2.37,0,3,2.33
52,120,3.02,3.09,25,6,2.93
113,120,1.53,3.87,2,1,2.9
89,120,3.07,3.84,12,2,3.27
81,120,3.23,3.91,6,9,3.73
99,120,1.52,3.11,0,7,2.33
74,120,1.92,2.16,18,3,2.09
55,120,2.8,3.86,25,5,3.3
40,120,3.11,3.87,7,22,3.65
113,120,1.51,3.55,2,1,2.38
73,120,3.34,3.4,19,3,3.56
70,120,1.64,1.75,7,12,1.59
38,120,2.84,3.44,0,27,3.11
37,120,3.06,3.29,19,15,3.17
80,120,3.78,4.0,11,6,3.96
51,120,2.78,3.33,22,8,2.93
43,120,1.63,3.21,7,21,2.52
40,120,1.85,2.85,16,16,2.17
98,120,2.58,2.77,0,7,2.78
44,120,3.1,3.9,38,0,3.67
45,120,1.82,3.7,15,15,2.62
95,120,3.78,3.99,9,2,3.85
93,120,3.52,3.6,6,5,3.73
107,120,2.21,3.4,0,4,2.83
47,120,2.32,2.64,2,23,2.64
54,120,1.72,3.48,18,10,2.69
55,120,3.22,3.97,16,11,3.41
70,120,2.61,3.17,19,4,2.79
108,120,2.39,3.13,6,0,2.76
85,120,1.66,2.67,10,5,2.36
77,120,3.58,3.74,15,4,3.84
54,120,3.08,3.5,0,22,3.43
107,120,3.88,3.95,2,3,4.0
64,120,2.61,2.85,25,2,2.56
87,120,3.16,3.99,3,9,3.64
87,120,2.98,3.29,6,7,3.31
45,120,3.81,3.85,31,4,3.65
101,120,3.19,3.51,8,1,3.52
95,120,3.29,3.96,6,4,3.5
33,120,2.6,3.1,12,21,2.81
55,120,1.94,2.81,1,21,2.44
109,120,3.46,3.71,4,1,3.56
78,120,2.91,3.45,19,1,3.36
113,120,3.64,3.65,0,2,3.67
37,120,2.9,3.2,1,27,3.19
107,120,1.88,2.92,2,3,2.24
104,120,1.86,3.83,6,1,2.77
114,120,2.4,3.25,3,0,2.96
50,120,3.81,3.84,17,12,3.98
42,120,2.65,3.75,21,12,3.04
93,120,3.79,3.94,13,0,3.83
39,120,1.51,2.95,18,15,2.36
80,120,1.69,2.23,11,6,2.03
55,120,2.31,3.46,13,13,2.96
71,120,2.25,3.16,8,11,2.83
66,120,2.48,2.74,24,2,2.71
108,120,3.32,3.84,6,0,3.45
65,120,3.46,3.52,8,13,3.3
95,120,2.09,3.14,0,8,2.67
42,120,2.5,2.64,13,17,2.58
77,120,2.54,3.97,14,5,3.1
101,120,3.35,3.66,6,2,3.51
55,120,3.69,3.78,26,4,3.68
105,120,3.3,3.98,0,5,3.48
80,120,3.64,3.81,6,9,3.61
91,120,2.54,3.93,10,3,3.34
105,120,2.95,3.26,6,1,2.99
35,120,2.66,3.83,35,5,3.42
94,120,1.84,3.5,13,0,2.81
40,120,2.76,3.43,38,1,3.12
49,120,2.69,3.35,26,6,2.9
55,120,2.05,2.67,4,19,2.3
47,120,3.72,3.91,21,10,3.62
37,120,3.78,3.8,19,15,3.83
73,120,1.97,2.21,14,6,2.2
82,120,3.7,3.98,1,12,3.66
115,120,3.79,3.85,2,0,3.79
99,120,1.59,2.96,9,1,2.09
94,120,1.98,2.37,2,7,2.28
90,120,3.87,3.91,10,3,3.77
58,120,3.22,3.92,25,4,3.41
73,120,2.91,3.43,16,5,3.36
39,120,2.05,2.68,37,2,2.48
35,120,2.55,3.75,29,9,2.98
97,120,3.08,3.33,11,0,3.19
35,120,3.63,3.85,15,18,3.59
101,120,2.78,3.48,5,3,3.01
105,120,1.83,3.96,3,3,3.09
45,120,1.84,2.14,25,8,1.89
67,120,3.86,3.91,7,13,3.69
92,120,2.3,2.44,3,7,2.42
111,120,2.0,2.32,0,3,2.05
74,120,1.77,3.37,5,12,2.41
69,120,2.43,3.98,18,5,3.24
112,120,1.69,3.61,2,1,2.83
66,120,1.9,3.26,0,18,2.55
110,120,2.61,3.74,0,3,2.99
65,120,3.61,3.78,12,10,3.73
64,120,1.79,3.52,14,9,2.83
83,120,3.43,3.9,3,10,3.64
93,120,3.75,3.87,7,4,3.99
60,120,3.88,3.99,1,19,3.87
89,120,2.12,3.57,0,10,2.67
42,120,2.47,2.93,25,9,2.54
81,120,3.44,3.54,1,12,3.48
69,120,3.7,3.81,4,14,3.79
50,120,2.87,2.91,17,12,2.89
94,120,3.49,3.88,1,8,3.73
105,120,2.9,3.52,0,5,3.13
60,120,2.26,3.8,30,0,3.07
95,120,2.26,3.94,8,3,3.08
80,120,3.03,3.15,5,10,3.18
36,120,2.01,3.49,0,28,2.68
70,120,1.93,2.97,11,9,2.52
66,120,1.92,3.87,18,6,2.92
111,120,2.58,3.82,0,3,3.1
37,120,3.83,3.84,16,17,3.74
77,120,3.58,3.75,9,8,3.57
47,120,2.35,3.16,20,11,2.8
86,120,2.04,2.35,0,11,2.23
31,120,1.64,3.87,7,25,2.63
39,120,2.8,3.27,37,2,3.08
56,120,2.97,3.2,17,10,2.91
84,120,3.12,3.36,13,3,3.18
46,120,3.49,3.72,7,20,3.47
114,120,2.5,3.91,3,0,3.27
106,120,1.96,3.29,5,1,2.78
78,120,2.02,3.37,6,10,2.51
74,120,2.43,2.66,3,13,2.44
91,120,1.64,3.92,11,2,2.74
33,120,2.81,3.01,33,7,2.8
72,120,2.82,3.16,24,0,3.13
33,120,2.33,3.96,13,20,3.18
112,120,1.74,3.89,2,1,3.0
53,120,3.87,3.95,17,11,3.8
108,120,2.33,2.99,0,4,2.85
78,120,2.52,3.5,10,7,2.82
43,120,1.61,1.77,19,13,1.8
68,120,3.71,3.95,6,13,3.83
73,120,1.76,3.18,14,6,2.52
33,120,3.22,3.8,1,28,3.6
100,120,1.9,2.14,10,0,2.19
39,120,2.17,2.48,19,14,2.15
86,120,2.75,3.53,3,9,3.2
113,120,3.23,3.35,2,1,3.46
50,120,3.89,3.97,3,21,3.78
103,120,3.35,3.88,7,1,3.47
66,120,1.91,1.98,19,5,1.81
45,120,3.29,3.77,1,24,3.73
41,120,3.04,3.81,14,17,3.42
73,120,3.49,3.66,2,14,3.47
35,120,3.18,3.22,9,22,3.1
33,120,3.86,3.98,36,5,3.77
37,120,2.52,2.67,16,17,2.71
80,120,3.2,3.24,15,3,3.37
86,120,3.04,3.99,6,7,3.68
41,120,3.41,3.93,27,8,3.64
101,120,2.18,2.3,5,3,2.06
92,120,3.75,3.89,8,4,3.96
51,120,3.82,3.93,0,23,3.83
94,120,2.1,2.72,13,0,2.6
111,120,1.83,2.6,1,2,2.29
75,120,3.84,3.88,22,0,3.67
33,120,3.12,3.83,33,7,3.54
82,120,2.34,2.99,8,7,2.48
115,120,2.86,3.78,1,1,3.45
96,120,2.09,2.79,4,5,2.33
100,120,2.21,3.2,5,3,2.54
66,120,2.13,2.16,6,14,2.32
32,120,2.42,2.47,15,19,2.34
79,120,3.49,3.82,16,3,3.68
87,120,2.42,2.82,10,4,2.73
35,120,3.11,3.95,3,26,3.34
31,120,3.0,3.57,2,28,3.15
35,120,3.28,3.53,8,23,3.26
79,120,3.68,3.85,14,4,3.84
88,120,3.11,3.24,5,7,3.1
50,120,2.45,3.27,26,6,2.81
31,120,2.76,3.8,37,5,3.25
78,120,3.19,3.7,15,4,3.34
89,120,2.91,3.39,15,0,3.24
60,120,1.87,3.33,24,4,2.67
84,120,2.36,2.6,18,0,2.38
63,120,1.75,2.16,6,15,1.83
87,120,1.88,2.34,7,6,2.05
49,120,1.59,3.36,5,20,2.4
114,120,3.72,3.99,0,2,3.7
97,120,1.77,2.48,2,6,2.26
65,120,3.37,3.57,12,10,3.28
92,120,2.74,3.25,5,6,2.98
52,120,2.9,3.34,23,7,3.05
85,120,2.05,2.6,8,6,2.34
101,120,2.85,3.62,8,1,3.18
69,120,3.08,3.43,22,2,3.35
82,120,3.24,3.67,2,11,3.53
104,120,2.14,2.69,0,5,2.49
53,120,2.29,2.8,17,11,2.35
89,120,2.65,3.29,15,0,3.04
64,120,2.5,2.53,28,0,2.54
112,120,2.61,3.75,1,2,3.1
90,120,2.51,3.01,7,5,2.65
107,120,3.33,3.43,5,1,3.49
99,120,2.29,3.84,6,3,3.04
31,120,2.65,2.75,28,11,2.65
93,120,3.15,3.26,12,1,3.09
88,120,3.67,3.73,7,6,3.77
81,120,3.21,3.24,19,0,3.3
69,120,1.74,2.76,0,17,2.22
104,120,3.44,3.84,6,1,3.73
63,120,2.16,3.45,28,0,2.74
63,120,3.31,3.99,7,14,3.8
104,120,2.83,3.26,5,2,2.98
52,120,3.71,3.93,1,22,3.99
35,120,3.31,3.54,17,17,3.48
49,120,3.16,3.79,4,21,3.58
65,120,1.58,1.66,18,6,1.63
57,120,2.01,3.87,22,6,2.96
96,120,3.29,3.7,6,4,3.51
79,120,3.45,3.99,8,8,3.63
48,120,3.12,3.84,15,14,3.49
57,120,3.33,3.8,31,0,3.72
105,120,1.61,3.53,6,1,2.56
84,120,3.83,3.84,10,5,3.74
100,120,2.64,3.24,8,1,2.83
47,120,2.37,3.92,14,15,3.28
97,120,3.03,3.61,1,7,3.4
79,120,3.13,3.78,20,0,3.6
65,120,3.78,3.93,9,12,3.83
87,120,3.64,3.87,6,7,3.94
101,120,2.0,3.9,9,0,3.09
75,120,2.17,3.65,21,1,2.74
108,120,2.96,3.23,6,0,3.01
92,120,3.67,3.86,9,3,3.78
48,120,2.04,3.28,0,24,2.81
30,120,3.62,3.84,39,4,3.6
104,120,2.9,3.85,2,4,3.39
72,120,3.88,3.99,10,9,3.88
58,120,3.63,3.66,1,20,3.46
115,120,3.11,3.7,2,0,3.48
109,120,2.63,2.75,4,1,2.82
60,120,1.89,2.18,1,19,2.02
94,120,3.64,3.9,4,6,3.63
108,120,3.6,3.95,3,2,3.71
79,120,1.75,2.62,4,11,2.32
64,120,3.63,3.94,26,1,3.82
37,120,1.66,3.4,4,25,2.71
113,120,3.88,3.95,0,2,3.81
88,120,3.44,3.62,4,8,3.49
105,120,1.95,3.32,3,3,2.44
70,120,1.54,3.72,2,15,2.76
70,120,2.09,2.73,8,11,2.46
31,120,3.28,3.38,10,23,3.34
102,120,2.65,3.28,1,5,3.07
61,120,2.77,3.69,1,19,3.21
53,120,2.88,3.61,15,12,3.3
36,120,1.92,1.97,18,16,2.01
104,120,3.1,3.93,8,0,3.67
67,120,3.79,3.79,10,11,3.74
110,120,1.71,1.97,3,1,1.86
56,120,2.04,3.92,29,2,2.91
105,120,2.12,3.54,4,2,2.63
100,120,3.26,3.29,1,6,3.33
84,120,1.95,2.93,0,12,2.32
30,120,1.77,2.33,34,7,2.22
41,120,2.46,3.44,12,18,2.89
61,120,2.36,3.22,14,10,2.91
68,120,2.4,3.53,20,4,2.94
36,120,3.4,3.46,19,15,3.55
62,120,1.73,2.48,9,13,2.25
41,120,2.59,3.94,24,10,3.15
75,120,3.58,3.58,19,2,3.47
113,120,2.63,2.85,0,2,2.82
42,120,2.56,3.45,12,18,3.2
106,120,3.34,3.75,4,2,3.5
33,120,2.23,2.54,30,9,2.35
75,120,1.75,3.8,15,5,2.91
111,120,3.84,3.99,1,2,3.87
37,120,3.63,3.85,22,13,3.82
34,120,1.75,2.09,28,10,1.99
102,120,2.42,2.72,3,4,2.77
48,120,2.39,3.41,24,8,2.91
73,120,2.31,3.69,13,7,3.1
86,120,3.77,3.78,12,3,3.74
115,120,2.23,2.48,1,1,2.51
57,120,2.69,2.94,4,18,2.84
64,120,1.69,3.47,23,3,2.63
56,120,3.35,3.42,0,21,3.39
82,120,1.56,3.93,16,2,2.74
55,120,3.26,3.31,7,17,3.21
36,120,1.95,2.03,40,1,2.17
51,120,3.3,3.39,16,12,3.24
78,120,1.88,3.31,15,4,2.51
71,120,3.87,3.97,0,16,3.98
85,120,3.0,3.21,14,2,3.07
81,120,1.94,2.34,16,2,2.15
88,120,3.66,3.79,10,4,3.92
113,120,1.55,3.73,3,0,2.74
104,120,1.98,3.49,5,2,2.63
115,120,3.63,3.73,2,0,3.59
92,120,3.89,3.95,12,1,3.89
43,120,2.82,3.33,17,14,3.21
38,120,1.63,2.09,9,21,1.74
43,120,2.09,2.42,5,22,2.27
65,120,3.26,3.71,6,14,3.57
60,120,2.78,3.38,10,13,2.98
70,120,3.11,3.65,16,6,3.36
101,120,3.21,3.71,2,5,3.57
32,120,3.33,3.96,42,1,3.63
103,120,3.89,3.97,2,4,3.94
52,120,3.23,3.55,34,0,3.44
92,120,3.85,3.89,8,4,4.0
98,120,2.47,3.48,11,0,2.92
44,120,3.52,3.59,20,12,3.55
80,120,2.69,2.74,5,10,2.8
38,120,3.6,3.9,21,13,3.75
106,120,3.3,3.96,1,4,3.59
39,120,1.91,3.71,10,20,2.9
111,120,2.83,2.85,0,3,2.88
61,120,2.07,2.42,29,0,2.36
89,120,2.18,3.41,3,8,2.9
89,120,3.81,3.9,2,9,3.91
102,120,3.52,3.64,9,0,3.45
109,120,1.86,3.7,4,1,2.61
70,120,3.48,3.58,7,12,3.55
104,120,1.8,2.58,8,0,2.07
59,120,2.63,3.74,17,9,3.01
105,120,3.42,3.65,1,4,3.34
89,120,3.21,3.67,5,7,3.55
64,120,3.14,3.56,11,11,3.52
62,120,2.22,2.79,5,16,2.66
61,120,3.64,3.67,2,18,3.49
30,120,3.3,3.97,24,14,3.47
106,120,3.76,3.77,1,4,3.77
115,120,3.16,3.39,2,0,3.12
100,120,3.09,3.57,1,6,3.28
44,120,2.23,3.53,8,20,3.04
70,120,3.0,3.5,1,16,3.37
115,120,3.03,3.28,2,0,3.3
78,120,3.33,3.69,4,11,3.4
96,120,3.72,3.83,7,3,3.77
90,120,2.32,3.37,6,6,2.82
100,120,1.78,1.88,2,5,1.77
72,120,1.95,2.26,24,0,1.95
74,120,1.94,3.3,17,4,2.77
115,120,2.47,3.6,1,1,2.99
79,120,3.15,3.61,10,7,3.39
93,120,3.13,3.97,13,0,3.42
78,120,3.5,3.84,4,11,3.58
106,120,3.77,3.79,1,4,3.87
113,120,2.24,3.95,2,1,3.16
111,120,2.63,3.34,1,2,2.93
102,120,2.97,3.67,9,0,3.25
34,120,3.24,3.52,8,23,3.18
86,120,2.43,3.59,0,11,3.06
64,120,2.46,2.8,13,10,2.63
46,120,1.64,3.66,17,13,2.73
112,120,3.03,3.16,4,0,2.98
87,120,2.98,3.48,4,8,3.19
110,120,1.62,3.26,5,0,2.34
99,120,2.6,3.55,0,7,2.89
55,120,3.36,3.37,2,20,3.45
33,120,1.6,2.7,40,2,2.24
30,120,3.12,3.13,39,4,2.98
53,120,2.36,3.44,18,10,2.79
112,120,2.48,3.24,2,1,3.02
56,120,2.66,3.84,21,7,3.28
35,120,3.02,3.94,27,10,3.63
53,120,1.56,1.94,26,5,1.65
48,120,2.97,3.57,9,18,3.34
68,120,2.46,2.48,11,10,2.34
58,120,2.21,2.87,1,20,2.7
81,120,3.7,3.99,4,10,3.96
77,120,2.17,2.61,17,3,2.41
113,120,1.55,3.89,0,2,2.65
81,120,3.5,3.79,10,6,3.56
93,120,1.8,3.85,10,2,2.87
39,120,3.31,3.55,19,14,3.45
34,120,2.21,3.04,4,26,2.5
103,120,3.12,3.59,4,3,3.42
74,120,3.49,3.63,17,4,3.42
58,120,2.75,3.19,22,6,3.16
78,120,1.91,2.78,3,12,2.16
74,120,3.39,3.96,18,3,3.56
99,120,3.63,3.73,3,5,3.76
106,120,3.8,3.91,2,3,3.92
46,120,3.51,3.86,22,10,3.49
68,120,3.79,3.82,21,3,3.93
99,120,2.67,3.0,9,1,3.02
70,120,3.65,3.67,25,0,3.66
94,120,3.68,3.76,7,4,3.65
36,120,2.84,3.56,18,16,3.39
53,120,2.71,3.06,20,9,3.04
77,120,3.28,3.9,6,10,3.77
93,120,3.75,3.94,3,7,3.92
35,120,2.85,3.95,23,13,3.51
108,120,3.1,3.8,3,2,3.57
73,120,2.48,2.85,4,13,2.66
100,120,3.8,3.89,2,5,3.73
62,120,2.74,3.44,11,12,3.05
107,120,3.67,3.82,5,1,3.68
113,120,1.85,3.19,0,2,2.71
63,120,3.61,3.65,16,8,3.5
111,120,2.86,3.94,3,1,3.46
63,120,1.56,2.32,15,9,2.11
94,120,2.22,2.71,10,2,2.31
110,120,3.0,3.55,5,0,3.24
97,120,2.63,3.8,10,1,3.07
62,120,2.76,2.92,12,11,2.71
113,120,3.14,3.91,3,0,3.42
102,120,3.88,3.97,4,3,3.84
64,120,1.67,2.97,8,13,2.25
57,120,3.22,3.87,10,14,3.68
83,120,2.2,3.54,0,12,2.97
45,120,3.47,3.85,7,20,3.79
86,120,1.77,3.43,6,7,2.47
33,120,3.64,3.97,4,26,3.75
72,120,3.02,3.38,21,2,3.24
74,120,2.14,2.96,18,3,2.47
32,120,3.3,3.45,2,28,3.48
78,120,2.17,2.9,13,5,2.66
65,120,1.73,3.08,8,13,2.5
43,120,2.24,2.56,32,4,2.39
88,120,1.68,3.82,10,4,2.76
114,120,2.77,3.25,0,2,3.2
37,120,2.8,3.64,17,16,3.36
84,120,1.61,2.08,7,7,1.93
67,120,3.83,3.92,14,8,3.91
79,120,2.27,3.39,10,7,2.82
96,120,2.58,2.66,3,6,2.6
54,120,3.12,3.52,31,1,3.19
104,120,2.67,3.18,3,3,2.78
38,120,3.67,3.8,5,24,3.86
79,120,2.96,3.61,10,7,3.31
36,120,2.8,3.5,16,17,3.01
41,120,3.57,3.94,12,18,3.6
70,120,3.49,3.51,5,13,3.55
104,120,2.29,2.29,8,0,2.12
76,120,3.37,3.57,16,4,3.34
34,120,3.35,3.46,5,25,3.5
109,120,1.86,2.69,4,1,2.33
44,120,3.51,3.95,15,15,3.78
82,120,2.31,3.87,11,5,3.27
112,120,3.07,3.97,1,2,3.38
46,120,1.52,2.67,32,3,1.91
108,120,2.34,3.77,4,1,2.89
37,120,3.84,3.92,28,9,3.71
100,120,1.61,3.28,4,4,2.59
73,120,2.61,2.87,8,10,2.86
58,120,2.34,2.47,2,19,2.34
93,120,1.72,3.15,1,8,2.63
41,120,2.15,2.77,3,24,2.55
96,120,1.84,3.91,9,2,2.96
46,120,2.79,3.18,13,16,2.88
111,120,3.57,3.7,1,2,3.8
82,120,1.99,2.56,11,5,2.22
32,120,3.29,3.48,0,29,3.57
107,120,2.26,2.84,5,1,2.37
99,120,2.29,2.61,3,5,2.58
46,120,2.97,2.98,31,4,3.05
74,120,1.91,3.21,14,6,2.55
95,120,3.65,3.9,3,6,3.92
93,120,3.62,3.8,4,6,3.52
88,120,3.39,3.57,5,7,3.37
99,120,2.94,2.99,0,7,2.94
74,120,3.22,3.74,0,15,3.59
115,120,3.3,3.62,2,0,3.57
41,120,2.24,2.74,2,25,2.38
49,120,3.2,3.25,8,18,3.03
71,120,3.78,3.99,0,16,3.8
73,120,2.46,3.96,5,12,3.11
66,120,2.89,3.34,9,12,3.3
48,120,3.05,3.4,18,12,3.19
51,120,1.87,3.92,9,17,2.9
52,120,1.8,3.32,29,3,2.73
105,120,1.84,2.75,4,2,2.4
64,120,2.41,3.36,28,0,3.08
100,120,2.39,2.64,8,1,2.36
54,120,2.55,3.39,25,5,3.13
32,120,1.66,3.67,14,20,2.48
44,120,3.49,3.9,29,6,3.76
36,120,3.2,3.25,6,24,3.18
102,120,1.73,3.79,4,3,2.68
64,120,3.68,3.7,1,18,3.63
69,120,2.12,3.47,1,16,2.82
107,120,3.45,3.82,2,3,3.73
86,120,2.74,3.55,11,4,3.04
110,120,1.89,2.87,3,1,2.49
106,120,3.27,3.76,5,1,3.39
111,120,3.54,3.99,1,2,3.89
108,120,3.46,3.9,0,4,3.56
102,120,1.95,3.4,7,1,2.68
33,120,3.45,3.73,21,15,3.67
90,120,1.72,3.48,0,10,2.78
101,120,2.63,3.46,5,3,3.24
114,120,2.97,3.35,3,0,3.07
46,120,3.75,3.78,1,24,3.86
76,120,2.96,3.97,7,10,3.45
39,120,2.63,3.07,30,7,2.96
75,120,2.09,2.72,15,5,2.34
115,120,3.16,3.52,1,1,3.4
92,120,3.68,3.85,5,6,3.59
85,120,3.15,3.38,5,8,3.07
69,120,2.26,2.55,1,16,2.37
35,120,2.5,2.98,3,26,2.54
95,120,2.33,3.79,12,0,3.04
51,120,2.44,3.17,15,13,2.79
57,120,1.54,3.27,28,2,2.55
70,120,1.99,2.6,11,9,2.2
72,120,2.22,3.28,24,0,2.94
64,120,1.59,2.21,28,0,1.79
57,120,3.48,3.51,13,12,3.6
79,120,2.64,3.89,8,8,3.27
100,120,3.16,3.74,5,3,3.51
36,120,3.41,3.68,10,21,3.55
61,120,3.15,3.19,20,6,3.17
91,120,3.85,3.92,10,3,3.82
113,120,2.66,3.19,3,0,2.9
87,120,2.35,3.48,7,6,2.86
98,120,2.23,2.31,3,5,2.29
104,120,1.57,1.99,2,4,1.84
33,120,3.42,3.43,10,22,3.45
112,120,3.49,3.78,4,0,3.57
53,120,3.75,3.79,3,20,3.77
91,120,2.34,2.44,5,6,2.31
58,120,3.63,3.73,26,3,3.5
53,120,2.19,3.11,14,13,2.68
30,120,3.6,3.83,37,5,3.77
64,120,2.41,3.91,2,17,3.01
39,120,2.84,3.04,30,7,2.98
105,120,2.53,3.51,0,5,2.83
77,120,1.78,3.26,15,4,2.37
107,120,2.07,3.84,5,1,3.07
90,120,2.7,3.99,3,8,3.22
45,120,1.87,3.41,19,12,2.66
95,120,2.83,4.0,2,7,3.28
70,120,2.75,3.75,16,6,3.21
86,120,3.12,3.48,6,7,3.33
86,120,3.1,3.22,14,2,3.33
38,120,2.26,3.62,0,27,3.03
83,120,2.5,3.75,17,1,3.02
30,120,1.63,2.84,28,11,2.07
53,120,3.88,3.88,6,18,3.88
63,120,3.6,3.65,22,4,3.74
77,120,3.51,3.63,5,11,3.67
44,120,2.2,3.56,6,21,2.91
72,120,2.61,3.02,21,2,2.81
69,120,2.67,2.71,13,8,2.75
93,120,1.8,2.5,1,8,2.02
81,120,2.36,2.65,9,7,2.65
52,120,2.88,3.97,11,15,3.37
45,120,2.78,3.26,12,17,3.13
